sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
1799,train,193.61171,13.776482,18.182364,11.637623,data/processed/food-nutrients/images/001799.jpg
1800,train,75.70845,1.021574,2.772813,7.156705,data/processed/food-nutrients/images/001800.jpg
1801,train,106.580215,2.057024,6.799564,8.689231,data/processed/food-nutrients/images/001801.jpg
1802,val,427.435638,53.958912,11.143191,18.062237,data/processed/food-nutrients/images/001802.jpg
1803,train,412.144989,17.360001,51.925003,14.57,data/processed/food-nutrients/images/001803.jpg
1804,train,362.521729,42.49926,13.621237,40.901203,data/processed/food-nutrients/images/001804.jpg
1805,train,394.440033,43.569809,17.784489,42.48568,data/processed/food-nutrients/images/001805.jpg
1806,train,427.879974,46.001808,21.052488,44.081676,data/processed/food-nutrients/images/001806.jpg
1807,train,260.680023,10.78,32.34,9.506001,data/processed/food-nutrients/images/001807.jpg
1808,train,282.240021,12.348,34.446999,10.535001,data/processed/food-nutrients/images/001808.jpg
1809,val,479.689514,44.287632,37.119999,16.303005,data/processed/food-nutrients/images/001809.jpg
1810,test,495.910278,44.831676,39.235752,17.108229,data/processed/food-nutrients/images/001810.jpg
1811,train,603.858704,47.572269,61.671753,21.93623,data/processed/food-nutrients/images/001811.jpg
1812,train,156.146393,18.305403,5.866979,17.617085,data/processed/food-nutrients/images/001812.jpg
1813,train,256.946411,21.725405,26.566978,17.797087,data/processed/food-nutrients/images/001813.jpg
1814,train,271.116394,23.360405,28.964979,18.015085,data/processed/food-nutrients/images/001814.jpg
1815,test,386.66684,26.294006,52.980984,23.183083,data/processed/food-nutrients/images/001815.jpg
1816,train,40.10693,6.487736,0.542953,1.171626,data/processed/food-nutrients/images/001816.jpg
1817,train,66.066925,8.375736,3.079953,2.410626,data/processed/food-nutrients/images/001817.jpg
1818,train,114.336998,4.816,14.405001,4.042,data/processed/food-nutrients/images/001818.jpg
1819,train,220.774597,22.033455,15.845915,7.151315,data/processed/food-nutrients/images/001819.jpg
1820,train,289.192596,23.770454,30.065914,10.211315,data/processed/food-nutrients/images/001820.jpg
1821,train,304.366852,24.279404,32.045166,10.964588,data/processed/food-nutrients/images/001821.jpg
1822,train,350.566833,27.639404,36.560165,13.169589,data/processed/food-nutrients/images/001822.jpg
1823,train,354.596863,28.104403,37.242165,13.231589,data/processed/food-nutrients/images/001823.jpg
1824,test,37.323902,1.56878,4.57561,1.89561,data/processed/food-nutrients/images/001824.jpg
1825,train,191.530792,13.361717,17.336327,8.581273,data/processed/food-nutrients/images/001825.jpg
1826,train,246.650803,23.96172,18.078327,8.793273,data/processed/food-nutrients/images/001826.jpg
1827,val,319.388367,24.703182,31.424669,10.646932,data/processed/food-nutrients/images/001827.jpg
1828,train,362.168335,25.137182,42.584671,10.770931,data/processed/food-nutrients/images/001828.jpg
1829,train,454.508362,26.271181,65.264664,11.256931,data/processed/food-nutrients/images/001829.jpg
1830,train,37.69532,0.928,4.463193,2.020645,data/processed/food-nutrients/images/001830.jpg
1831,train,50.295322,1.103,7.613193,2.055645,data/processed/food-nutrients/images/001831.jpg
1832,train,62.19532,1.383,10.413193,2.125645,data/processed/food-nutrients/images/001832.jpg
1833,train,91.26532,1.74,17.553192,2.278645,data/processed/food-nutrients/images/001833.jpg
1834,train,174.425323,5.940001,34.353195,3.118645,data/processed/food-nutrients/images/001834.jpg
1835,train,240.695312,6.927001,42.813194,6.314645,data/processed/food-nutrients/images/001835.jpg
1836,val,535.984009,32.071999,6.288,41.591999,data/processed/food-nutrients/images/001836.jpg
1837,train,557.884033,32.509998,11.836,41.737999,data/processed/food-nutrients/images/001837.jpg
1838,train,578.963989,33.006001,16.796,41.862,data/processed/food-nutrients/images/001838.jpg
1839,train,533.117126,35.67857,5.280429,40.118572,data/processed/food-nutrients/images/001839.jpg
1840,train,36.5,0.365,9.49,0.073,data/processed/food-nutrients/images/001840.jpg
1841,val,103.190002,1.184,25.869999,0.424,data/processed/food-nutrients/images/001841.jpg
1842,val,282.382019,11.22,28.053999,14.62,data/processed/food-nutrients/images/001842.jpg
1843,train,392.362,12.858,42.094002,19.924,data/processed/food-nutrients/images/001843.jpg
1844,train,438.122009,21.657999,42.709999,20.1,data/processed/food-nutrients/images/001844.jpg
1845,train,87.720001,2.064,20.639999,0.516,data/processed/food-nutrients/images/001845.jpg
1846,train,215.970001,2.191,56.340004,0.626,data/processed/food-nutrients/images/001846.jpg
1847,train,64.919998,4.44,0.168,5.04,data/processed/food-nutrients/images/001847.jpg
1848,train,80.220001,4.8,3.768,5.13,data/processed/food-nutrients/images/001848.jpg
1849,train,139.558533,5.404878,14.655806,6.642195,data/processed/food-nutrients/images/001849.jpg
1850,train,24.655609,1.053658,1.545366,1.896585,data/processed/food-nutrients/images/001850.jpg
1851,train,68.545609,1.592659,12.325366,2.127585,data/processed/food-nutrients/images/001851.jpg
1852,train,494.225647,31.732658,16.525366,33.717587,data/processed/food-nutrients/images/001852.jpg
1853,train,200.220001,2.982,25.560001,9.656,data/processed/food-nutrients/images/001853.jpg
1854,train,320.100006,11.082001,26.856001,18.566,data/processed/food-nutrients/images/001854.jpg
1855,train,550.981995,24.013,29.67,36.857002,data/processed/food-nutrients/images/001855.jpg
1856,test,137.818542,1.404878,25.287806,3.512195,data/processed/food-nutrients/images/001856.jpg
1857,train,304.218536,33.404877,27.527805,4.152195,data/processed/food-nutrients/images/001857.jpg
1858,train,103.660004,11.36,2.698,6.816,data/processed/food-nutrients/images/001858.jpg
1859,train,221.167068,21.758215,8.990719,12.196038,data/processed/food-nutrients/images/001859.jpg
1860,train,24.15,0.168,1.323,2.247,data/processed/food-nutrients/images/001860.jpg
1861,val,130.839996,8.158,2.686,9.767,data/processed/food-nutrients/images/001861.jpg
1862,train,171.839996,10.408,9.436001,10.417,data/processed/food-nutrients/images/001862.jpg
1863,train,208.970001,13.015,18.126001,10.575,data/processed/food-nutrients/images/001863.jpg
1864,train,125.724831,2.161744,21.363926,3.698547,data/processed/food-nutrients/images/001864.jpg
1865,train,227.182785,3.690952,29.460529,11.121791,data/processed/food-nutrients/images/001865.jpg
1866,train,511.673645,28.865578,44.695526,24.147148,data/processed/food-nutrients/images/001866.jpg
1867,train,109.093597,13.567006,4.164993,12.07743,data/processed/food-nutrients/images/001867.jpg
1868,train,319.233582,22.257004,30.234995,19.740429,data/processed/food-nutrients/images/001868.jpg
1869,train,365.76358,22.950008,36.174995,21.98443,data/processed/food-nutrients/images/001869.jpg
1870,train,395.013611,23.418005,43.194996,22.101429,data/processed/food-nutrients/images/001870.jpg
1871,train,412.873596,24.672005,47.374996,22.177427,data/processed/food-nutrients/images/001871.jpg
1872,train,518.801147,26.722988,53.022335,31.28495,data/processed/food-nutrients/images/001872.jpg
1873,train,3.04,0.133,0.646,0.019,data/processed/food-nutrients/images/001873.jpg
1874,train,5.54,0.383,1.146,0.019,data/processed/food-nutrients/images/001874.jpg
1875,train,57.066452,1.451472,3.778441,4.411607,data/processed/food-nutrients/images/001875.jpg
1876,train,45.242737,0.938171,2.311412,3.856924,data/processed/food-nutrients/images/001876.jpg
1877,val,91.140381,1.629955,5.974161,7.215058,data/processed/food-nutrients/images/001877.jpg
1878,val,165.617737,10.892046,8.817571,15.460226,data/processed/food-nutrients/images/001878.jpg
1879,train,311.986237,23.844206,16.655867,22.161678,data/processed/food-nutrients/images/001879.jpg
1880,test,403.636139,25.209208,28.355869,26.581678,data/processed/food-nutrients/images/001880.jpg
1881,train,315.413727,27.910999,16.89098,14.441155,data/processed/food-nutrients/images/001881.jpg
1882,train,374.663696,28.858997,31.110981,14.678156,data/processed/food-nutrients/images/001882.jpg
1883,train,431.126984,29.82984,40.705559,16.339182,data/processed/food-nutrients/images/001883.jpg
1884,train,498.765594,30.849312,46.103294,21.28801,data/processed/food-nutrients/images/001884.jpg
1885,test,97.290001,1.449,12.42,4.692,data/processed/food-nutrients/images/001885.jpg
1886,train,139.970001,4.553,16.591,6.729,data/processed/food-nutrients/images/001886.jpg
1887,train,422.399261,29.545202,31.715603,19.659971,data/processed/food-nutrients/images/001887.jpg
1888,train,178.220001,7.37,22.110001,6.499,data/processed/food-nutrients/images/001888.jpg
1889,train,423.541779,29.078554,35.247433,17.73101,data/processed/food-nutrients/images/001889.jpg
1890,train,555.712891,45.515503,40.29348,32.363281,data/processed/food-nutrients/images/001890.jpg
1891,train,259.097229,32.221638,9.891858,28.683897,data/processed/food-nutrients/images/001891.jpg
1892,train,356.387299,33.670643,22.311859,33.375896,data/processed/food-nutrients/images/001892.jpg
1893,train,369.527283,34.327641,25.158859,33.521896,data/processed/food-nutrients/images/001893.jpg
1894,train,375.127289,34.572639,26.34886,33.556896,data/processed/food-nutrients/images/001894.jpg
1895,train,381.527283,35.212646,27.628859,33.556896,data/processed/food-nutrients/images/001895.jpg
1896,test,386.477264,35.674641,28.585857,33.622898,data/processed/food-nutrients/images/001896.jpg
1897,val,324.39798,13.664001,40.870003,11.467999,data/processed/food-nutrients/images/001897.jpg
1898,train,349.917969,15.52,43.364002,12.685999,data/processed/food-nutrients/images/001898.jpg
1899,train,760.161926,51.822536,65.333321,31.468941,data/processed/food-nutrients/images/001899.jpg
1900,test,100.539413,2.084824,5.136471,8.570941,data/processed/food-nutrients/images/001900.jpg
1901,test,552.648376,58.309628,22.397163,58.622601,data/processed/food-nutrients/images/001901.jpg
1902,val,138.320007,5.72,17.16,5.044,data/processed/food-nutrients/images/001902.jpg
1903,train,184.080002,9.048,21.632,7.228,data/processed/food-nutrients/images/001903.jpg
1904,train,252.588776,10.225956,33.273422,9.243377,data/processed/food-nutrients/images/001904.jpg
1905,train,397.818726,12.388956,51.813423,16.247375,data/processed/food-nutrients/images/001905.jpg
1906,train,663.755798,35.921761,66.054832,28.423254,data/processed/food-nutrients/images/001906.jpg
1907,train,56.0,4.9,1.05,3.5,data/processed/food-nutrients/images/001907.jpg
1908,train,101.239998,13.6,1.659,3.674,data/processed/food-nutrients/images/001908.jpg
1909,train,160.269501,14.367001,15.642001,3.733,data/processed/food-nutrients/images/001909.jpg
1910,train,218.769501,14.952,30.851999,3.85,data/processed/food-nutrients/images/001910.jpg
1911,test,316.239502,16.148998,54.792,4.363,data/processed/food-nutrients/images/001911.jpg
1912,train,443.463837,29.678574,4.392429,33.371906,data/processed/food-nutrients/images/001912.jpg
1913,train,98.208679,0.833962,15.203773,3.913208,data/processed/food-nutrients/images/001913.jpg
1914,train,229.248688,26.033964,16.967773,4.417208,data/processed/food-nutrients/images/001914.jpg
1915,test,293.797668,30.980963,17.494774,9.194207,data/processed/food-nutrients/images/001915.jpg
1916,train,153.089996,1.3,23.700001,6.1,data/processed/food-nutrients/images/001916.jpg
1917,train,187.929993,8.0,24.168999,6.234,data/processed/food-nutrients/images/001917.jpg
1918,train,288.570007,14.800001,25.257,13.714,data/processed/food-nutrients/images/001918.jpg
1919,train,309.269989,15.01,30.657,13.774,data/processed/food-nutrients/images/001919.jpg
1920,train,337.27002,15.290001,37.936996,13.830001,data/processed/food-nutrients/images/001920.jpg
1921,train,372.070038,15.986001,46.752998,14.062,data/processed/food-nutrients/images/001921.jpg
1922,train,160.311234,1.361321,24.817924,6.387736,data/processed/food-nutrients/images/001922.jpg
1923,train,426.711243,19.36132,27.697926,26.187735,data/processed/food-nutrients/images/001923.jpg
1924,train,62.400002,5.46,1.17,3.9,data/processed/food-nutrients/images/001924.jpg
1925,train,92.610001,6.144,8.009999,4.299,data/processed/food-nutrients/images/001925.jpg
1926,train,186.485947,6.94117,22.543018,8.039566,data/processed/food-nutrients/images/001926.jpg
1927,train,34.649998,2.376,6.93,0.396,data/processed/food-nutrients/images/001927.jpg
1928,train,172.449982,5.238,36.610001,0.714,data/processed/food-nutrients/images/001928.jpg
1929,train,403.786346,44.691349,39.857891,6.472354,data/processed/food-nutrients/images/001929.jpg
1930,train,171.53511,29.254524,2.408296,4.269801,data/processed/food-nutrients/images/001930.jpg
1931,train,190.057999,29.822712,4.554782,5.090516,data/processed/food-nutrients/images/001931.jpg
1932,train,235.208008,32.918709,13.58478,5.606515,data/processed/food-nutrients/images/001932.jpg
1933,train,246.007996,33.06871,16.284782,5.636517,data/processed/food-nutrients/images/001933.jpg
1934,train,23.449999,1.608,4.69,0.268,data/processed/food-nutrients/images/001934.jpg
1935,train,96.138458,5.178558,15.4723,3.161575,data/processed/food-nutrients/images/001935.jpg
1936,train,492.934601,44.78577,22.654509,25.171036,data/processed/food-nutrients/images/001936.jpg
1937,train,26.799278,1.316418,3.975292,1.066823,data/processed/food-nutrients/images/001937.jpg
1938,train,227.242706,21.324188,7.603419,12.185005,data/processed/food-nutrients/images/001938.jpg
1939,train,252.792709,23.076189,12.713421,12.477004,data/processed/food-nutrients/images/001939.jpg
1940,val,279.708801,23.901834,15.832532,13.669605,data/processed/food-nutrients/images/001940.jpg
1941,val,419.769562,47.788559,17.798939,17.155958,data/processed/food-nutrients/images/001941.jpg
1942,val,352.872009,35.256001,0.156,23.244001,data/processed/food-nutrients/images/001942.jpg
1943,train,245.339996,10.44,27.84,10.44,data/processed/food-nutrients/images/001943.jpg
1944,train,267.939667,26.745079,4.849844,14.862059,data/processed/food-nutrients/images/001944.jpg
1945,train,383.559662,31.665079,17.969845,19.782057,data/processed/food-nutrients/images/001945.jpg
1946,train,388.359711,31.87508,18.989845,19.842056,data/processed/food-nutrients/images/001946.jpg
1947,train,410.209686,32.027081,20.186846,21.875057,data/processed/food-nutrients/images/001947.jpg
1948,train,416.869659,32.360081,21.629845,21.949057,data/processed/food-nutrients/images/001948.jpg
1949,val,146.639999,6.24,16.639999,6.24,data/processed/food-nutrients/images/001949.jpg
1950,val,162.740005,7.344,19.859999,6.424,data/processed/food-nutrients/images/001950.jpg
1951,test,184.735962,8.018723,22.408951,7.398599,data/processed/food-nutrients/images/001951.jpg
1952,val,425.514618,49.082409,25.7894,13.39199,data/processed/food-nutrients/images/001952.jpg
1953,train,465.47464,50.018417,34.069401,13.715989,data/processed/food-nutrients/images/001953.jpg
1954,test,265.894379,26.540918,4.812823,14.748608,data/processed/food-nutrients/images/001954.jpg
1955,train,308.59436,29.468918,13.352823,15.236608,data/processed/food-nutrients/images/001955.jpg
1956,test,224.987503,22.457699,4.072388,12.479591,data/processed/food-nutrients/images/001956.jpg
1957,train,245.445801,25.94677,4.359616,12.988835,data/processed/food-nutrients/images/001957.jpg
1958,train,298.877594,26.901321,6.509885,17.89109,data/processed/food-nutrients/images/001958.jpg
1959,train,328.277618,28.917324,12.389885,18.227091,data/processed/food-nutrients/images/001959.jpg
1960,train,418.152008,33.805244,23.968084,21.499546,data/processed/food-nutrients/images/001960.jpg
1961,train,365.269897,31.254427,29.243366,13.375453,data/processed/food-nutrients/images/001961.jpg
1962,train,379.96991,32.262424,32.183365,13.543454,data/processed/food-nutrients/images/001962.jpg
1963,train,395.598572,32.741837,33.994465,14.235931,data/processed/food-nutrients/images/001963.jpg
